[11/28/2014 14:29:21]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:29:28]User KartzGamer has bought Colossus Shield for (360, Gold)
[11/28/2014 14:29:36]User KartzGamer has bought Sword of Acclaim for (900, Gold)
[11/28/2014 14:29:42]User KartzGamer has bought Acropolis Armor for (850, Gold)
[11/28/2014 14:30:11]User KartzGamer has bought Ring of Exalted Health for (360, Gold)
[11/28/2014 14:30:14]User Zeroeh has bought Ring of Exalted Vitality for (180, Gold)
[11/28/2014 14:30:23]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:24]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:24]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:25]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:25]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:25]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:26]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:28]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:36]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:37]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:41]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:42]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:42]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:44]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:45]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:30:51]User KartzGamer has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:44]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:45]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:47]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:49]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:49]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:50]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:50]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:51]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:51]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:52]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:52]User Zeroeh has bought Bow of Covert Havens for (600, Gold)
[11/28/2014 14:31:53]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:54]User Zeroeh has bought Quiver of Elvish Mastery for (400, Gold)
[11/28/2014 14:31:57]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:58]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:58]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:58]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:58]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:58]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:59]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:59]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:31:59]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:00]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:01]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:03]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:03]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:04]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:06]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:07]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:07]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:10]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:17]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:17]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:17]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:17]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:18]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:18]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:18]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:18]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:18]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:18]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:19]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:23]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:24]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:25]User Zeroeh has bought Hydra Skin Armor for (800, Gold)
[11/28/2014 14:32:25]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:27]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:27]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:32:30]User Zeroeh has bought Ring of Exalted Vitality for (180, Gold)
[11/28/2014 14:32:34]User hulabulia has bought Colossus Shield for (360, Gold)
[11/28/2014 14:33:12]User hulabulia has bought Acropolis Armor for (850, Gold)
[11/28/2014 14:33:19]User hulabulia has bought Sword of Acclaim for (900, Gold)
[11/28/2014 14:33:25]User hulabulia has bought Ring of Exalted Health for (360, Gold)
[11/28/2014 14:37:27]User Zeroeh has bought Wand of Recompense for (550, Gold)
[11/28/2014 14:37:29]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:29]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:30]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:30]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:30]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:31]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:31]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:31]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:32]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:32]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:32]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:32]User Zeroeh has bought Tome of Holy Guidance for (400, Gold)
[11/28/2014 14:37:37]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:37]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:37]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:37]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:37]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:37]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:37]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:38]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:38]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:38]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:38]User Zeroeh has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:44]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:45]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:45]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:45]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:45]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:37:49]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:38:01]User Zeroeh has bought Robe of the Grand Sorcerer for (850, Gold)
[11/28/2014 14:38:13]User Zeroeh has bought Ring of Exalted Wisdom for (180, Gold)
[11/28/2014 14:38:19]User hulabulia has bought Ring of Exalted Defense for (360, Gold)
[11/28/2014 14:38:22]User hulabulia has bought Staff of the Cosmic Whole for (900, Gold)
[11/28/2014 14:38:28]User hulabulia has bought Staff of the Cosmic Whole for (900, Gold)
[11/28/2014 14:38:33]User hulabulia has bought Bow of Covert Havens for (600, Gold)
[11/28/2014 14:38:48]User hulabulia has bought Masamune for (700, Gold)
[11/28/2014 14:39:18]User hulabulia has bought Masamune for (700, Gold)
[11/28/2014 14:39:18]User hulabulia has bought Masamune for (700, Gold)
[11/28/2014 14:39:19]User hulabulia has bought Masamune for (700, Gold)
[11/28/2014 14:39:20]User hulabulia has bought Masamune for (700, Gold)
[11/28/2014 14:39:24]User hulabulia has bought Colossus Shield for (360, Gold)
[11/28/2014 14:39:27]User hulabulia has bought Colossus Shield for (360, Gold)
[11/28/2014 14:40:34]User hulabulia has bought Robe of the Grand Sorcerer for (850, Gold)
[11/28/2014 14:45:00]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:01]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:01]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:01]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:02]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:02]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:02]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:02]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:03]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:03]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:08]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:08]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:08]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:09]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:09]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:09]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:10]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:10]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:13]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:13]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:14]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:14]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:14]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:14]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:15]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:15]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:30]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:31]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:31]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:31]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:32]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:35]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:36]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:38]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:38]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:45:38]User hulabulia has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:46:02]User hulabulia has bought Elemental Detonation Spell for (400, Gold)
[11/28/2014 14:46:07]User hulabulia has bought Robe of the Grand Sorcerer for (850, Gold)
[11/28/2014 14:46:08]User Zeroeh has bought Bow of Covert Havens for (600, Gold)
[11/28/2014 14:46:09]User Zeroeh has bought Quiver of Elvish Mastery for (400, Gold)
[11/28/2014 14:46:12]User hulabulia has bought Staff of the Cosmic Whole for (900, Gold)
[11/28/2014 14:46:12]User Zeroeh has bought Hydra Skin Armor for (800, Gold)
[11/28/2014 14:46:14]User hulabulia has bought Ring of Exalted Defense for (360, Gold)
[11/28/2014 14:46:16]User Zeroeh has bought Ring of Exalted Vitality for (180, Gold)
[11/28/2014 14:54:30]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:30]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:30]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:30]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:30]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:30]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:31]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:31]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:31]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:34]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:34]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:34]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:34]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:34]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:35]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:35]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:35]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:35]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:37]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:37]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:38]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:38]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:38]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:38]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:38]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:39]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:54:46]User SmitedGold has bought Tome of Holy Guidance for (400, Gold)
[11/28/2014 14:54:48]User SmitedGold has bought Wand of Recompense for (550, Gold)
[11/28/2014 14:54:52]User SmitedGold has bought Robe of the Grand Sorcerer for (850, Gold)
[11/28/2014 14:54:56]User SmitedGold has bought Ring of Exalted Wisdom for (180, Gold)
[11/28/2014 14:55:50]User SmitedGold has bought Elemental Detonation Spell for (400, Gold)
[11/28/2014 14:55:53]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:53]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:53]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:53]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:54]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:54]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:54]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:54]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:55]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:57]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:57]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:57]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:58]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:58]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:58]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:58]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:58]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:55:59]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:56:04]User SmitedGold has bought Staff of the Cosmic Whole for (900, Gold)
[11/28/2014 14:56:09]User SmitedGold has bought Ring of Exalted Defense for (360, Gold)
[11/28/2014 14:56:13]User SmitedGold has bought Robe of the Grand Sorcerer for (850, Gold)
[11/28/2014 14:57:02]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:57:02]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:57:02]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:57:03]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:57:03]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:57:03]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:57:03]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:57:06]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:57:06]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 14:59:45]User SmitedGold has bought Quiver of Elvish Mastery for (400, Gold)
[11/28/2014 14:59:50]User SmitedGold has bought Bow of Covert Havens for (600, Gold)
[11/28/2014 14:59:58]User SmitedGold has bought Ring of Exalted Health for (360, Gold)
[11/28/2014 15:05:44]User SmitedGold has bought Colossus Shield for (360, Gold)
[11/28/2014 15:05:47]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:05:47]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:05:47]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:05:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:05:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:05:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:05:49]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:05:49]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:05:57]User SmitedGold has bought Acropolis Armor for (850, Gold)
[11/28/2014 15:05:59]User SmitedGold has bought Sword of Acclaim for (900, Gold)
[11/28/2014 15:06:03]User SmitedGold has bought Ring of Exalted Wisdom for (180, Gold)
[11/28/2014 15:32:10]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:10]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:11]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:11]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:13]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:13]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:13]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:13]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:18]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:18]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:18]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:19]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:19]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:19]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:19]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:32:19]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:37]User SmitedGold has bought Seal of the Blessed Champion for (400, Gold)
[11/28/2014 15:43:40]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:40]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:41]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:41]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:41]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:41]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:41]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:42]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:44]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:44]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:45]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:45]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:45]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:45]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:45]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:46]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:46]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:49]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:49]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:49]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:49]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:49]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:50]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:50]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:50]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:50]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:43:58]User SmitedGold has bought Acropolis Armor for (850, Gold)
[11/28/2014 15:44:00]User SmitedGold has bought Sword of Acclaim for (900, Gold)
[11/28/2014 15:44:12]User SmitedGold has bought Ring of Exalted Wisdom for (180, Gold)
[11/28/2014 15:47:30]User SmitedGold has bought Dagger of Foul Malevolence for (650, Gold)
[11/28/2014 15:47:33]User SmitedGold has bought Prism of Apparitions for (360, Gold)
[11/28/2014 15:47:47]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:47]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:47]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:51]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:51]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:51]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:51]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:51]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:51]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:52]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:52]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:52]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:54]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:54]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:55]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:55]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:55]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:55]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:55]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:55]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:47:55]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:48:01]User SmitedGold has bought Hydra Skin Armor for (800, Gold)
[11/28/2014 15:48:08]User SmitedGold has bought Ring of Exalted Speed for (180, Gold)
[11/28/2014 15:57:27]User SmitedGold has bought Masamune for (700, Gold)
[11/28/2014 15:57:31]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:57:32]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:57:32]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:57:32]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:57:32]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:57:33]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/28/2014 15:57:44]User SmitedGold has bought Doom Circle for (360, Gold)
[11/28/2014 15:57:47]User SmitedGold has bought Hydra Skin Armor for (800, Gold)
[11/28/2014 15:57:55]User SmitedGold has bought Ring of Exalted Health for (360, Gold)
[11/28/2014 15:58:19]User SmitedGold has bought Ring of Exalted Speed for (180, Gold)
[11/28/2014 16:00:49]User SmitedGold has bought Staff of the Cosmic Whole for (900, Gold)
[11/28/2014 16:00:54]User SmitedGold has bought Ring of Exalted Defense for (360, Gold)
[11/28/2014 16:01:13]User SmitedGold has bought Planefetter Orb for (360, Gold)
[11/28/2014 16:01:15]User SmitedGold has bought Robe of the Grand Sorcerer for (850, Gold)
[11/28/2014 16:04:19]User SmitedGold has bought Seal of the Blessed Champion for (400, Gold)
[11/28/2014 16:04:53]User SmitedGold has bought Acropolis Armor for (850, Gold)
[11/28/2014 16:04:54]User SmitedGold has bought Sword of Acclaim for (900, Gold)
[11/28/2014 16:05:03]User SmitedGold has bought Ring of Exalted Vitality for (180, Gold)
[11/28/2014 16:07:58]User SmitedGold has bought Acropolis Armor for (850, Gold)
[11/28/2014 16:07:59]User SmitedGold has bought Sword of Acclaim for (900, Gold)
[11/28/2014 16:08:02]User SmitedGold has bought Ring of Exalted Wisdom for (180, Gold)
[11/28/2014 16:08:07]User SmitedGold has bought Seal of the Blessed Champion for (400, Gold)
